R	G	B
1.0	0.9686274509803922	0.9254901960784314
0.9998769703960015	0.9667820069204153	0.9210611303344868
0.9997539407920031	0.9649365628604383	0.9166320645905421
0.9996309111880046	0.9630911188004614	0.9122029988465975
0.9995078815840062	0.9612456747404844	0.9077739331026529
0.9993848519800077	0.9594002306805075	0.9033448673587082
0.9992618223760092	0.9575547866205305	0.8989158016147636
0.9991387927720108	0.9557093425605536	0.894486735870819
0.9990157631680123	0.9538638985005767	0.8900576701268743
0.9988927335640139	0.9520184544405997	0.8856286043829297
0.9987697039600154	0.9501730103806229	0.881199538638985
0.998646674356017	0.9483275663206459	0.8767704728950404
0.9985236447520185	0.946482122260669	0.8723414071510958
0.99840061514802	0.9446366782006921	0.8679123414071511
0.9982775855440216	0.9427912341407151	0.8634832756632065
0.9981545559400231	0.9409457900807382	0.8590542099192618
0.9980315263360247	0.9391003460207612	0.8546251441753172
0.9979084967320262	0.9372549019607843	0.8501960784313726
0.9977854671280277	0.9354094579008074	0.8457670126874279
0.9976624375240293	0.9335640138408304	0.8413379469434833
0.9975394079200308	0.9317185697808535	0.8369088811995387
0.9974163783160324	0.9298731257208765	0.832479815455594
0.9972933487120338	0.9280276816608997	0.8280507497116494
0.9971703191080353	0.9261822376009227	0.8236216839677047
0.9970472895040369	0.9243367935409458	0.8191926182237601
0.9969242599000384	0.9224913494809689	0.8147635524798155
0.99680123029604	0.9206459054209919	0.8103344867358708
0.9966782006920415	0.918800461361015	0.8059054209919262
0.996555171088043	0.916955017301038	0.8014763552479816
0.9964321414840446	0.9151095732410611	0.7970472895040369
0.9963091118800461	0.9132641291810842	0.7926182237600923
0.9961860822760477	0.9114186851211072	0.7881891580161476
0.9960630526720492	0.9094963475586313	0.7836678200692041
0.9959400230680507	0.9070357554786621	0.7785005767012688
0.9958169934640523	0.9045751633986928	0.7733333333333333
0.9956939638600538	0.9021145713187235	0.7681660899653979
0.9955709342560554	0.8996539792387543	0.7629988465974625
0.9954479046520569	0.897193387158785	0.7578316032295271
0.9953248750480584	0.8947327950788159	0.7526643598615916
0.99520184544406	0.8922722029988466	0.7474971164936562
0.9950788158400615	0.8898116109188774	0.7423298731257209
0.9949557862360631	0.8873510188389081	0.7371626297577855
0.9948327566320646	0.8848904267589389	0.7319953863898501
0.9947097270280661	0.8824298346789696	0.7268281430219147
0.9945866974240677	0.8799692425990004	0.7216608996539793
0.9944636678200692	0.8775086505190312	0.7164936562860439
0.9943406382160708	0.8750480584390619	0.7113264129181084
0.9942176086120723	0.8725874663590927	0.706159169550173
0.9940945790080739	0.8701268742791234	0.7009919261822376
0.9939715494040754	0.8676662821991542	0.6958246828143022
0.9938485198000769	0.8652056901191849	0.6906574394463668
0.9937254901960785	0.8627450980392157	0.6854901960784314
0.99360246059208	0.8602845059592464	0.6803229527104959
0.9934794309880816	0.8578239138792773	0.6751557093425606
0.9933564013840831	0.855363321799308	0.6699884659746251
0.9932333717800846	0.8529027297193388	0.6648212226066897
0.9931103421760862	0.8504421376393695	0.6596539792387544
0.9929873125720877	0.8479815455594003	0.654486735870819
0.9928642829680893	0.845520953479431	0.6493194925028836
0.9927412533640908	0.8430603613994618	0.6441522491349481
0.9926182237600923	0.8405997693194925	0.6389850057670127
0.9924951941560939	0.8381391772395234	0.6338177623990773
0.9923721645520954	0.8356785851595541	0.6286505190311419
0.992249134948097	0.8332179930795848	0.6234832756632065
0.9921568627450981	0.8306036139946175	0.6188081507112649
0.9921568627450981	0.827527873894656	0.6156093810073049
0.9921568627450981	0.8244521337946944	0.612410611303345
0.9921568627450981	0.8213763936947328	0.6092118415993849
0.9921568627450981	0.8183006535947712	0.6060130718954249
0.9921568627450981	0.8152249134948097	0.6028143021914648
0.9921568627450981	0.8121491733948482	0.5996155324875049
0.9921568627450981	0.8090734332948866	0.5964167627835448
0.9921568627450981	0.8059976931949251	0.5932179930795848
0.9921568627450981	0.8029219530949635	0.5900192233756247
0.9921568627450981	0.799846212995002	0.5868204536716648
0.9921568627450981	0.7967704728950403	0.5836216839677048
