R	G	B
0.6470588235294118	0.0	0.14901960784313725
0.6547481737793157	0.007381776239907728	0.14917339484813533
0.6624375240292195	0.014763552479815456	0.1493271818531334
0.6701268742791234	0.022145328719723183	0.14948096885813147
0.6778162245290273	0.02952710495963091	0.14963475586312958
0.6855055747789311	0.03690888119953864	0.14978854286812765
0.6931949250288351	0.044290657439446365	0.14994232987312572
0.700884275278739	0.0516724336793541	0.1500961168781238
0.7085736255286429	0.05905420991926182	0.15024990388312187
0.7162629757785467	0.06643598615916955	0.15040369088811995
0.7239523260284506	0.07381776239907728	0.15055747789311805
0.7316416762783545	0.081199538638985	0.15071126489811612
0.7393310265282584	0.08858131487889273	0.1508650519031142
0.7470203767781622	0.09596309111880046	0.15101883890811227
0.7547097270280662	0.1033448673587082	0.15117262591311034
0.7623990772779701	0.11072664359861592	0.15132641291810842
0.7700884275278739	0.11810841983852365	0.15148019992310652
0.7777777777777778	0.12549019607843137	0.1516339869281046
0.7854671280276817	0.1328719723183391	0.15178777393310267
0.7931564782775855	0.14025374855824682	0.15194156093810074
0.8008458285274894	0.14763552479815456	0.1520953479430988
0.8085351787773933	0.15501730103806227	0.1522491349480969
0.8162245290272971	0.16239907727797	0.15240292195309496
0.8239138792772011	0.16978085351787775	0.15255670895809306
0.831603229527105	0.17716262975778546	0.15271049596309114
0.8392925797770088	0.18454440599769317	0.1528642829680892
0.8453671664744329	0.19292579777008842	0.15509419454056134
0.8498269896193772	0.20230680507497117	0.15940023068050752
0.8542868127643214	0.2116878123798539	0.1637062668204537
0.8587466359092657	0.22106881968473663	0.16801230296039987
0.8632064590542099	0.23044982698961938	0.17231833910034602
0.8676662821991542	0.2398308342945021	0.1766243752402922
0.8721261053440984	0.24921184159938484	0.18093041138023838
0.8765859284890427	0.25859284890426754	0.18523644752018453
0.8810457516339869	0.2679738562091503	0.1895424836601307
0.8855055747789312	0.27735486351403305	0.1938485198000769
0.8899653979238754	0.2867358708189158	0.19815455594002307
0.8944252210688197	0.29611687812379844	0.20246059207996922
0.8988850442137639	0.3054978854286813	0.20676662821991543
0.9033448673587082	0.314878892733564	0.2110726643598616
0.9078046905036524	0.32425990003844674	0.21537870049980778
0.9122645136485967	0.3336409073433294	0.2196847366397539
0.9167243367935409	0.3430219146482122	0.22399077277970014
0.9211841599384852	0.35240292195309497	0.22829680891964632
0.9256439830834294	0.36178392925797764	0.23260284505959247
0.9301038062283737	0.37116493656286037	0.23690888119953862
0.9345636293733179	0.38054594386774315	0.24121491733948483
0.9390234525182622	0.3899269511726259	0.24552095347943098
0.9434832756632066	0.39930795847750866	0.24982698961937716
0.9479430988081508	0.40868896578239133	0.2541330257593233
0.952402921953095	0.4180699730872741	0.2584390618992695
0.9568627450980393	0.42745098039215684	0.2627450980392157
0.958246828143022	0.43744713571703187	0.267358708189158
0.9596309111880047	0.44744329104190683	0.2719723183391003
0.9610149942329873	0.45743944636678197	0.2765859284890427
0.96239907727797	0.46743560169165704	0.281199538638985
0.9637831603229527	0.47743175701653207	0.28581314878892733
0.9651672433679355	0.48742791234140703	0.2904267589388696
0.9665513264129182	0.49742406766628217	0.295040369088812
0.9679354094579008	0.5074202229911572	0.2996539792387543
0.9693194925028835	0.5174163783160323	0.30426758938869664
0.9707035755478662	0.5274125336409072	0.3088811995386389
0.972087658592849	0.5374086889657823	0.3134948096885813
0.9734717416378317	0.5474048442906574	0.3181084198385236
0.9748558246828143	0.5574009996155325	0.32272202998846594
0.976239907727797	0.5673971549404074	0.32733564013840827
0.9776239907727797	0.5773933102652824	0.33194925028835054
0.9790080738177624	0.5873894655901576	0.3365628604382929
0.9803921568627452	0.5973856209150326	0.34117647058823525
0.9817762399077278	0.6073817762399076	0.3457900807381776
0.9831603229527105	0.6173779315647827	0.3504036908881199
0.9845444059976932	0.6273740868896577	0.3550173010380622
0.9859284890426759	0.6373702422145328	0.35963091118800455
0.9873125720876587	0.6473663975394078	0.3642445213379469
0.9886966551326413	0.6573625528642827	0.36885813148788915
0.990080738177624	0.6673587081891579	0.37347174163783153
0.9914648212226067	0.677354863514033	0.37808535178777386
0.9922337562475971	0.6861976163014224	0.38362168396770463
0.9923875432525952	0.6938869665513263	0.3900807381776239
0.9925413302575933	0.7015763168012302	0.39653979238754317
0.9926951172625913	0.7092656670511341	0.40299884659746243
0.9928489042675894	0.716955017301038	0.40945790080738165
0.9930026912725874	0.7246443675509417	0.41591695501730086
0.9931564782775856	0.7323337178008458	0.4223760092272202
0.9933102652825836	0.7400230680507497	0.42883506343713945
0.9934640522875817	0.7477124183006535	0.4352941176470587
0.9936178392925799	0.7554017685505574	0.441753171856978
0.9937716262975779	0.7630911188004613	0.44821222606689726
0.993925413302576	0.7707804690503652	0.4546712802768165
0.994079200307574	0.778469819300269	0.4611303344867358
0.9942329873125721	0.7861591695501728	0.46758938869665495
0.9943867743175702	0.7938485198000769	0.47404844290657433
0.9945405613225683	0.8015378700499807	0.48050749711649354
0.9946943483275663	0.8092272202998846	0.48696655132641287
0.9948481353325644	0.8169165705497885	0.4934256055363321
0.9950019223375625	0.8246059207996924	0.4998846597462514
0.9951557093425606	0.8322952710495963	0.5063437139561706
0.9953094963475586	0.8399846212995001	0.5128027681660899
0.9954632833525567	0.8476739715494039	0.519261822376009
0.9956170703575548	0.855363321799308	0.5257208765859285
0.9957708573625529	0.8630526720492118	0.5321799307958477
0.9959246443675509	0.8707420222991157	0.5386389850057669
0.996078431372549	0.8784313725490196	0.5450980392156862
0.9962322183775472	0.88319876970396	0.5530949634755863
0.9963860053825452	0.8879661668589004	0.5610918877354863
0.9965397923875433	0.8927335640138409	0.5690888119953863
0.9966935793925413	0.8975009611687812	0.5770857362552863
0.9968473663975395	0.9022683583237217	0.5850826605151864
0.9970011534025375	0.907035755478662	0.5930795847750865
0.9971549404075356	0.9118031526336025	0.6010765090349866
0.9973087274125336	0.9165705497885429	0.6090734332948865
0.9974625144175318	0.9213379469434833	0.6170703575547866
0.9976163014225298	0.9261053440984237	0.6250672818146866
0.9977700884275279	0.930872741253364	0.6330642060745867
0.9979238754325259	0.9356401384083044	0.6410611303344866
0.998077662437524	0.9404075355632449	0.6490580545943867
0.9982314494425221	0.9451749327181853	0.6570549788542868
0.9983852364475202	0.9499423298731258	0.6650519031141868
0.9985390234525182	0.9547097270280661	0.6730488273740869
0.9986928104575163	0.9594771241830066	0.681045751633987
0.9988465974625145	0.9642445213379469	0.689042675893887
0.9990003844675125	0.9690119184928874	0.697039600153787
0.9991541714725106	0.9737793156478277	0.7050365244136869
0.9993079584775086	0.9785467128027682	0.7130334486735871
0.9994617454825068	0.9833141099577085	0.7210303729334872
0.9996155324875048	0.988081507112649	0.7290272971933871
0.9997693194925029	0.9928489042675894	0.7370242214532872
0.9999231064975009	0.9976163014225298	0.7450211457131872
0.9970780469050365	0.9987697039600154	0.7450211457131872
0.9912341407151096	0.9963091118800461	0.7370242214532872
0.9853902345251826	0.9938485198000769	0.7290272971933872
0.9795463283352557	0.9913879277201076	0.7210303729334872
0.9737024221453289	0.9889273356401385	0.7130334486735873
0.9678585159554018	0.9864667435601692	0.7050365244136871
0.9620146097654748	0.9840061514802	0.6970396001537871
0.9561707035755479	0.9815455594002307	0.689042675893887
0.950326797385621	0.9790849673202615	0.681045751633987
0.9444828911956941	0.9766243752402922	0.673048827374087
0.938638985005767	0.9741637831603229	0.6650519031141869
0.9327950788158401	0.9717031910803537	0.6570549788542869
0.9269511726259132	0.9692425990003845	0.6490580545943868
0.9211072664359863	0.9667820069204153	0.6410611303344869
0.9152633602460593	0.964321414840446	0.6330642060745868
0.9094194540561323	0.9618608227604768	0.6250672818146867
0.9035755478662054	0.9594002306805075	0.6170703575547867
0.8977316416762784	0.9569396386005383	0.6090734332948867
0.8918877354863515	0.954479046520569	0.6010765090349867
0.8860438292964246	0.9520184544405998	0.5930795847750866
0.8801999231064978	0.9495578623606307	0.5850826605151869
0.8743560169165707	0.9470972702806614	0.5770857362552866
0.8685121107266437	0.9446366782006921	0.5690888119953865
0.8626682045367168	0.9421760861207229	0.5610918877354865
0.8568242983467899	0.9397154940407536	0.5530949634755865
0.8509803921568628	0.9372549019607844	0.5450980392156864
0.843137254901961	0.9338715878508267	0.5400230680507498
0.8352941176470591	0.930488273740869	0.5349480968858132
0.827450980392157	0.9271049596309113	0.5298731257208766
0.8196078431372551	0.9237216455209536	0.5247981545559401
0.8117647058823532	0.9203383314109959	0.5197231833910035
0.8039215686274512	0.9169550173010381	0.514648212226067
0.7960784313725492	0.9135717031910805	0.5095732410611304
0.7882352941176473	0.9101883890811228	0.5044982698961938
0.7803921568627453	0.906805074971165	0.49942329873125735
0.7725490196078434	0.9034217608612073	0.49434832756632074
0.7647058823529416	0.9000384467512497	0.48927335640138436
0.7568627450980394	0.8966551326412919	0.48419838523644765
0.7490196078431375	0.8932718185313342	0.4791234140715111
0.7411764705882355	0.8898885044213765	0.47404844290657455
0.7333333333333335	0.8865051903114187	0.46897347174163795
0.7254901960784316	0.8831218762014611	0.4638985005767014
0.7176470588235296	0.8797385620915034	0.45882352941176485
0.7098039215686277	0.8763552479815456	0.45374855824682825
0.7019607843137257	0.8729719338715879	0.44867358708189176
0.6941176470588237	0.8695886197616303	0.44359861591695515
0.6862745098039218	0.8662053056516725	0.4385236447520186
0.6784313725490199	0.8628219915417148	0.43344867358708206
0.6705882352941179	0.8594386774317571	0.42837370242214545
0.662745098039216	0.8560553633217993	0.42329873125720896
0.654901960784314	0.8526720492118417	0.41822376009227236
0.6460592079969245	0.8488273740868898	0.4151480199923107
0.6362168396770479	0.8445213379469437	0.4140715109573242
0.6263744713571706	0.8402153018069974	0.4129950019223376
0.6165321030372937	0.8359092656670513	0.41191849288735105
0.6066897347174166	0.8316032295271051	0.41084198385236453
0.5968473663975397	0.8272971933871589	0.40976547481737796
0.5870049980776627	0.8229911572472127	0.40868896578239144
0.5771626297577857	0.8186851211072665	0.40761245674740487
0.5673202614379087	0.8143790849673204	0.40653594771241836
0.5574778931180318	0.8100730488273742	0.4054594386774318
0.5476355247981547	0.805767012687428	0.40438292964244527
0.5377931564782777	0.8014609765474818	0.4033064206074587
0.5279507881584008	0.7971549404075357	0.4022299115724722
0.5181084198385237	0.7928489042675895	0.4011534025374856
0.5082660515186468	0.7885428681276433	0.4000768935024991
0.49842368319876984	0.7842368319876971	0.3990003844675125
0.4885813148788929	0.7799307958477509	0.397923875432526
0.47873894655901617	0.7756247597078049	0.3968473663975395
0.4688965782391389	0.7713187235678586	0.3957708573625529
0.45905420991926194	0.7670126874279124	0.39469434832756634
0.44921184159938493	0.7627066512879662	0.3936178392925798
0.4393694732795079	0.75840061514802	0.39254133025759325
0.429527104959631	0.7540945790080739	0.39146482122260673
0.419684736639754	0.7497885428681277	0.39038831218762016
0.409842368319877	0.7454825067281815	0.3893118031526336
0.4	0.7411764705882353	0.38823529411764707
0.38831218762014613	0.7354863514033064	0.3853133410226836
0.37662437524029224	0.7297962322183775	0.3823913879277201
0.3649365628604383	0.7241061130334487	0.37946943483275664
0.3532487504805844	0.7184159938485198	0.3765474817377932
0.3415609381007305	0.7127258746635909	0.37362552864282966
0.32987312572087657	0.707035755478662	0.3707035755478662
0.3181853133410227	0.7013456362937331	0.36778162245290275
0.3064975009611691	0.6956555171088045	0.36485966935793934
0.29480968858131484	0.6899653979238755	0.3619377162629758
0.283121876201461	0.6842752787389466	0.3590157631680123
0.27143406382160706	0.6785851595540177	0.35609381007304886
0.2597462514417532	0.6728950403690889	0.35317185697808534
0.24805843906189928	0.66720492118416	0.3502499038831219
0.23637062668204534	0.6615148019992311	0.34732795078815837
0.22468281430219145	0.6558246828143022	0.3444059976931949
0.21299500192233756	0.6501345636293734	0.34148404459823145
0.20130718954248367	0.6444444444444445	0.338562091503268
0.18961937716262972	0.6387543252595156	0.3356401384083045
0.17793156478277583	0.6330642060745867	0.332718185313341
